Player,Year,FirstServe,FirstServePointsWon,Aces,BreakPointsFaced,BreakPointsOpportunities,BreakPointsSaved,DoubleFaults,ServiceGamesPlayed,ServiceGamesWon,Wins,Losses,Earnings,Ranking
Roberto Bautista Agut,2009,0.58,0.65,0,9,6,0.44,1,13,0.62,0,1,31717,16
Filip Krajinovic,2013,0.58,0.75,6,14,2,0.79,1,14,0.79,0,1,28941,27
Ivan Dodig,2010,0.58,0.72,121,102,92,0.58,45,182,0.76,1,3,11604,407
Thomaz Bellucci,2015,0.58,0.72,329,387,390,0.63,198,685,0.79,30,30,731423,224
Thanasi Kokkinakis,2014,0.58,0.72,60,58,28,0.59,33,100,0.76,2,7,137844,150
Thomaz Bellucci,2010,0.58,0.72,394,380,412,0.59,154,706,0.78,34,25,629309,224
Dennis Novak,2016,0.58,0.48,1,8,2,0.38,5,7,0.29,1,3,65436,194
Igor Sijsling,2016,0.58,0.69,35,74,74,0.54,30,126,0.73,4,7,183397,391
Feliciano Lopez,2011,0.58,0.78,734,337,346,0.66,219,783,0.86,36,26,928637,30
Tobias Kamke,2010,0.58,0.66,27,139,137,0.62,50,185,0.71,7,8,209742,213
Renzo Olivo,2016,0.58,0.68,85,152,115,0.62,88,220,0.74,8,9,236126,189
Bjorn Fratangelo,2017,0.58,0.68,91,147,108,0.58,72,246,0.75,8,11,312231,107
Lukas Lacko,2011,0.58,0.67,68,109,66,0.63,37,159,0.75,4,9,167504,106
Lukas Lacko,2013,0.58,0.7,154,196,162,0.57,76,318,0.73,14,17,332405,106
Lukas Lacko,2014,0.58,0.71,137,161,124,0.55,72,313,0.77,14,18,316909,106
Lukas Lacko,2016,0.58,0.71,63,82,52,0.57,36,149,0.77,4,7,240526,106
Lukas Lacko,2017,0.58,0.73,123,98,83,0.6,37,206,0.81,7,10,321504,106
Reda El Amrani,2016,0.58,0.65,5,18,6,0.78,10,11,0.64,0,1,8209,1182
Alexander Bublik,2017,0.58,0.75,84,41,42,0.49,37,79,0.73,3,3,217759,143
Yuichi Sugita,2012,0.58,0.65,10,30,34,0.63,8,49,0.78,2,3,103105,43
Cameron Norrie,2017,0.58,0.64,25,42,25,0.5,24,64,0.67,2,4,225310,104
Brydan Klein,2009,0.58,0.71,23,26,33,0.42,16,50,0.7,0,3,8212,399
Reilly Opelka,2017,0.58,0.75,158,55,45,0.64,42,130,0.85,1,8,177579,211
Reilly Opelka,2016,0.58,0.79,134,43,38,0.79,39,129,0.93,5,5,106786,211
Cedrik-Marcel Stebe,2011,0.58,0.63,23,76,63,0.55,27,92,0.63,4,4,191295,101
Igor Sijsling,2013,0.58,0.75,384,247,243,0.57,87,530,0.8,20,25,454791,391
Daniel Elahi Galan,2015,0.58,0.78,11,8,4,0.5,7,25,0.84,1,1,20927,233
Michal Przysiezny,2011,0.58,0.68,34,42,29,0.62,14,63,0.75,1,1,5759,1134
Adrien Bossel,2013,0.58,0.55,10,10,2,0.6,6,8,0.5,0,1,14081,568
Christian Harrison,2013,0.58,0.74,11,11,9,0.91,4,31,0.97,1,1,18937,235
Gianluca Mager,2017,0.58,0.58,5,9,7,0.44,3,12,0.58,0,1,31850,410
Pablo Cuevas,2013,0.58,0.69,35,68,35,0.63,24,90,0.72,2,4,116773,41
Ernests Gulbis,2015,0.58,0.74,339,265,208,0.62,200,423,0.76,11,24,595541,193
Dusan Lajovic,2012,0.58,0.79,4,3,8,0.33,3,14,0.86,2,1,51803,93
Dudi Sela,2011,0.58,0.67,63,156,136,0.58,65,244,0.73,8,15,234872,94
Aldin Setkic,2017,0.58,0.33,1,16,0,0.75,3,7,0.43,0,1,80953,227
Ricardas Berankis,2016,0.58,0.66,65,195,174,0.58,78,283,0.71,10,15,359596,89
Lukas Rosol,2011,0.57,0.69,135,157,121,0.61,71,233,0.73,6,13,252121,284
Michael Linzer,2016,0.57,0.56,1,15,5,0.4,2,15,0.4,0,2,34973,377
Evgeny Donskoy,2017,0.57,0.72,104,113,102,0.56,50,225,0.78,5,14,435658,87
Tobias Kamke,2015,0.57,0.62,13,50,41,0.4,15,78,0.62,1,5,110666,213
Gregoire Barrere,2017,0.57,0.42,3,13,1,0.54,3,8,0.25,0,1,22777,281
Renzo Olivo,2015,0.57,0.71,9,26,30,0.62,36,47,0.79,2,2,60687,189
Oliver Golding,2011,0.57,0.77,5,5,3,0.6,5,9,0.78,0,1,15408,701
Lukas Rosol,2015,0.57,0.72,266,341,297,0.61,191,606,0.78,20,30,709955,284
Maxime Authom,2012,0.57,0.73,9,13,8,0.62,7,20,0.75,0,1,79730,448
Peter Gojowczyk,2014,0.57,0.75,111,110,83,0.67,53,190,0.81,8,9,286170,50
Lukas Rosol,2014,0.57,0.72,336,335,261,0.6,145,617,0.78,29,29,752020,284
Jeremy Chardy,2011,0.57,0.72,175,179,135,0.59,112,291,0.75,10,18,256762,84
Tobias Kamke,2012,0.57,0.62,34,224,216,0.51,110,278,0.61,6,18,264261,213
Ruben Ramirez Hidalgo,2010,0.57,0.69,17,33,26,0.48,16,56,0.7,1,4,102288,601
Aljaz Bedene,2013,0.57,0.72,228,203,173,0.56,106,356,0.75,11,18,289378,58
Karen Khachanov,2016,0.57,0.74,184,146,150,0.66,69,286,0.83,13,9,444991,38
Tobias Kamke,2011,0.57,0.66,87,267,268,0.56,134,426,0.72,15,23,321950,213
David Goffin,2012,0.57,0.7,131,230,247,0.61,137,361,0.75,17,14,360104,10
Chuhan Wang,2014,0.57,0.65,7,12,8,0.5,8,19,0.68,1,1,37584,501
Paul-Henri Mathieu,2009,0.57,0.71,339,383,313,0.61,139,679,0.78,28,29,617373,372
Paul-Henri Mathieu,2014,0.57,0.7,114,188,148,0.63,88,322,0.79,11,17,355081,372
Andreas Seppi,2017,0.57,0.74,260,257,226,0.62,87,452,0.78,18,18,562562,62
Christian Garin,2017,0.57,0.71,6,5,4,0.4,6,19,0.84,2,2,87775,216
Vasek Pospisil,2017,0.57,0.75,158,119,98,0.58,52,237,0.79,8,13,324685,77
Andreas Seppi,2016,0.57,0.72,215,277,252,0.62,116,495,0.79,20,25,570779,62
Roberto Carballes Baena,2017,0.57,0.74,25,25,28,0.76,22,58,0.9,3,2,123384,75
Mirza Basic,2016,0.57,0.68,32,59,31,0.75,13,67,0.78,6,5,120475,92
Marius Copil,2011,0.57,0.72,22,9,18,0.33,5,28,0.79,1,3,53969,86
Matthew Barton,2017,0.57,0.82,34,15,3,0.8,8,25,0.88,1,1,14285,847
Hiroki Moriya,2015,0.57,0.67,13,28,20,0.5,16,54,0.74,1,3,123014,309
Guillermo Garcia-Lopez,2012,0.57,0.68,164,397,295,0.62,184,548,0.73,20,25,387146,68
Martin Klizan,2014,0.57,0.72,206,254,281,0.6,115,482,0.79,25,14,673386,128
Dominic Thiem,2015,0.57,0.75,367,318,466,0.61,142,757,0.84,36,28,1052937,7
Lloyd Harris,2017,0.57,0.75,13,10,1,0.5,6,19,0.74,6,2,37335,240
Guillermo Garcia-Lopez,2014,0.57,0.69,182,416,430,0.58,195,663,0.74,25,26,800103,68
Quentin Halys,2017,0.57,0.75,88,64,31,0.66,52,112,0.8,2,6,196468,118
Feliciano Lopez,2012,0.57,0.77,543,308,284,0.7,180,663,0.86,26,27,685643,30
Guillermo Garcia-Lopez,2016,0.57,0.71,213,374,345,0.6,208,639,0.76,22,31,645053,68
Donald Young,2009,0.57,0.65,14,39,19,0.56,13,51,0.67,0,4,71841,131
Santiago Giraldo,2009,0.57,0.64,14,37,13,0.7,3,43,0.74,1,4,91352,293
Dennis Novikov,2016,0.57,0.72,55,51,38,0.57,31,108,0.8,2,6,190229,167
Ricardas Berankis,2015,0.57,0.72,163,228,185,0.65,115,408,0.8,14,21,410561,89
Bjorn Fratangelo,2016,0.57,0.65,74,120,99,0.58,48,194,0.74,6,9,287848,107
Jimmy Wang,2011,0.57,0.65,4,23,17,0.57,4,26,0.62,0,0,1981,1017
Pedro Cachin,2016,0.57,0.69,5,6,6,0.33,3,15,0.73,0,1,20777,350
Pere Riba,2014,0.57,0.64,70,111,46,0.6,33,140,0.69,3,10,238977,939
Brydan Klein,2017,0.57,0.76,31,27,19,0.52,20,49,0.73,0,2,29321,399
Guillermo Olaso,2011,0.57,0.7,8,19,12,0.58,11,27,0.7,1,2,58685,383
Yann Marti,2014,0.57,0.61,8,57,27,0.68,17,49,0.63,2,2,71943,1062
Taylor Fritz,2017,0.57,0.73,213,140,181,0.56,68,338,0.82,13,13,380212,66
Alexander Kudryavtsev,2010,0.57,0.68,5,4,6,0.25,1,15,0.8,0,1,60629,628
Gilles Simon,2012,0.57,0.69,277,459,573,0.59,130,807,0.77,43,25,1067734,69
Guillermo Olaso,2013,0.57,0.6,5,16,13,0.38,8,30,0.67,1,2,44138,383
Alexander Bublik,2016,0.57,0.72,16,38,32,0.61,19,45,0.67,2,2,55525,143
Ricardas Berankis,2014,0.57,0.71,36,75,84,0.56,21,150,0.78,11,7,205789,89
Alexander Kudryavtsev,2016,0.57,0.74,9,15,6,0.53,7,27,0.74,0,2,117597,628
Tommy Paul,2016,0.57,0.68,17,37,31,0.51,12,64,0.72,1,4,81077,163
Andrey Kuznetsov,2017,0.57,0.72,185,245,253,0.57,110,450,0.76,14,22,449286,135
Zhizhen Zhang,2017,0.57,0.76,19,21,20,0.71,7,38,0.84,3,1,42285,342
Nicolas Almagro,2015,0.57,0.73,288,218,231,0.58,114,445,0.8,18,20,388305,186
Frank Dancevic,2010,0.57,0.74,42,36,25,0.64,14,63,0.79,3,3,54958,328
Thomaz Bellucci,2012,0.57,0.7,260,309,331,0.62,126,551,0.79,27,22,532154,224
Paolo Lorenzi,2015,0.57,0.7,105,161,123,0.54,65,297,0.75,8,18,364593,63
Marvin Moeller,2016,0.57,0.54,2,11,3,0.64,2,7,0.43,0,1,11525,573
Andreas Seppi,2014,0.57,0.7,253,401,375,0.64,145,631,0.77,24,30,689789,62
Steven Diez,2017,0.57,0.59,1,8,3,0.5,4,9,0.56,0,1,68888,330
Mikhail Kukushkin,2015,0.57,0.67,112,280,223,0.6,70,451,0.75,19,24,475570,95
Benjamin Becker,2009,0.57,0.77,297,162,136,0.54,71,383,0.81,14,19,388419,1051
Grega Zemlja,2013,0.57,0.72,235,260,208,0.62,114,397,0.75,13,21,371241,898
Paolo Lorenzi,2014,0.57,0.69,96,194,163,0.61,53,273,0.73,11,14,317852,63
Alexandr Dolgopolov,2016,0.57,0.73,248,230,220,0.61,115,404,0.78,17,17,553480,53
Thomaz Bellucci,2016,0.57,0.69,179,258,255,0.59,158,407,0.74,19,24,517431,224
Saketh Myneni,2016,0.57,0.61,13,29,19,0.62,2,25,0.56,0,1,8400,530
Jurgen Zopp,2013,0.57,0.66,25,74,37,0.62,31,87,0.68,1,6,125834,137
Paolo Lorenzi,2013,0.57,0.68,109,263,239,0.57,86,402,0.72,13,25,364039,63
Teymuraz Gabashvili,2010,0.57,0.73,138,209,188,0.67,97,348,0.8,10,17,297328,301
Christian Lindell,2015,0.57,0.66,8,28,10,0.57,15,33,0.64,1,4,71464,357
Yuki Bhambri,2014,0.57,0.7,5,11,10,0.55,7,27,0.81,4,3,38813,83
Daniel Brands,2015,0.57,0.76,22,12,18,0.5,10,32,0.81,2,1,47521,428
Illya Marchenko,2009,0.57,0.71,12,45,33,0.53,23,77,0.73,5,5,123452,252
Fabio Fognini,2016,0.57,0.68,154,359,368,0.62,209,531,0.74,26,23,714580,20
Illya Marchenko,2011,0.57,0.67,60,105,95,0.55,57,159,0.7,5,12,135865,252
Go Soeda,2017,0.57,0.64,8,24,9,0.5,3,37,0.68,1,3,150392,138
Caio Zampieri,2009,0.57,0.66,3,6,7,0.33,2,13,0.69,0,1,41513,1134
Go Soeda,2015,0.57,0.69,41,143,94,0.59,38,214,0.72,6,13,245181,138
Stan Wawrinka,2010,0.57,0.75,359,300,380,0.67,129,641,0.84,36,19,845980,21
Go Soeda,2013,0.57,0.7,79,146,113,0.49,61,252,0.71,9,17,289030,138
Jack Sock,2015,0.57,0.75,299,286,310,0.64,262,620,0.83,35,18,902176,17
Damir Dzumhur,2014,0.57,0.66,18,45,37,0.42,23,79,0.67,5,7,196296,31
Caio Zampieri,2011,0.57,0.65,5,19,15,0.58,6,21,0.62,1,1,23446,1134
Mikhail Kukushkin,2011,0.57,0.65,109,275,227,0.6,64,367,0.7,10,24,335981,95
Jeremy Chardy,2010,0.57,0.73,443,366,321,0.63,190,630,0.78,26,29,484045,84
Paolo Lorenzi,2016,0.57,0.7,198,351,325,0.57,125,555,0.73,26,25,704215,63
Benjamin Becker,2013,0.57,0.74,211,196,157,0.55,89,375,0.77,9,20,368167,1051
Agustin Velotti,2013,0.57,0.57,2,11,6,0.64,0,8,0.5,0,0,3941,596
Ivan Dodig,2012,0.57,0.71,318,308,243,0.59,133,474,0.73,29,21,143856,407
Feliciano Lopez,2010,0.57,0.77,516,276,261,0.68,161,581,0.85,26,24,648713,30
Daniel Gimeno-Traver,2011,0.57,0.69,155,263,246,0.53,94,398,0.69,9,25,329905,272
Andrey Golubev,2011,0.57,0.65,103,231,160,0.5,100,335,0.66,6,26,269088,880
Steve Darcis,2009,0.57,0.72,98,151,113,0.6,51,259,0.76,6,18,232464,140
Daniel Gimeno-Traver,2016,0.57,0.67,60,156,108,0.58,75,211,0.69,8,10,192556,272
Matteo Viola,2012,0.57,0.56,4,33,17,0.55,14,33,0.55,0,3,97213,270
Dudi Sela,2016,0.57,0.65,69,240,206,0.57,91,336,0.69,11,18,344436,94
Matthias Bachinger,2013,0.57,0.68,48,78,35,0.64,29,100,0.72,2,6,114285,160
Vasek Pospisil,2012,0.57,0.72,140,121,87,0.57,67,201,0.74,5,15,174624,77
Stefano Travaglia,2014,0.57,0.62,9,14,4,0.71,4,17,0.76,0,1,42960,109
Andreas Haider-Maurer,2013,0.57,0.73,61,77,46,0.57,47,120,0.73,3,7,193660,418
Marius Copil,2016,0.57,0.72,67,45,27,0.56,24,92,0.78,5,5,139267,86
Ryan Harrison,2011,0.57,0.69,197,262,215,0.58,141,420,0.74,14,19,303872,54
Dmitry Tursunov,2013,0.57,0.74,372,339,307,0.66,228,599,0.81,31,21,674517,516
Ivan Nedelko,2012,0.57,0.64,0,8,2,0.63,3,10,0.7,0,1,11364,264
Nicolaas Scholtz,2011,0.57,0.81,9,5,2,0.6,1,11,0.82,0,1,7483,355
Andrea Arnaboldi,2015,0.57,0.68,23,52,27,0.67,14,64,0.73,1,3,154062,222
Henri Laaksonen,2013,0.57,0.64,19,41,42,0.49,23,64,0.67,3,5,66418,136
Andrea Arnaboldi,2015,0.57,0.68,23,52,27,0.67,14,64,0.73,1,3,154062,222
Teymuraz Gabashvili,2015,0.57,0.72,205,286,242,0.64,168,469,0.78,17,22,557160,301
Vincent Millot,2009,0.57,0.68,7,13,5,0.46,3,18,0.61,0,2,43069,220
Filip Peliwo,2013,0.57,0.66,10,17,18,0.59,13,25,0.72,1,1,43285,180
Teymuraz Gabashvili,2017,0.57,0.71,17,32,29,0.63,9,43,0.72,0,3,128667,301
James Ward,2016,0.57,0.69,27,23,15,0.48,13,37,0.68,0,5,102078,798
Tigre Hank,2014,0.57,0.71,11,9,2,0.67,2,16,0.81,1,3,16989,973
Federico Delbonis,2016,0.57,0.72,233,318,331,0.61,174,603,0.79,27,24,681684,79
Vincent Millot,2011,0.57,0.54,9,55,36,0.51,13,54,0.5,0,4,104229,220
Taylor Fritz,2016,0.57,0.73,312,278,237,0.64,103,460,0.78,15,22,473348,66
Yuichi Sugita,2015,0.56,0.62,39,63,52,0.52,25,96,0.69,2,6,169187,43
Andreas Seppi,2015,0.56,0.73,266,330,345,0.59,109,607,0.78,26,25,1028403,62
Tatsuma Ito,2009,0.56,0.64,7,13,3,0.31,6,18,0.5,1,3,46249,146
Dustin Brown,2012,0.56,0.76,86,67,37,0.69,37,119,0.82,4,5,96531,162
Yann Marti,2011,0.56,0.74,3,7,4,0.57,4,8,0.63,0,1,11346,1062
Marin Cilic,2013,0.56,0.76,301,213,255,0.66,87,458,0.84,26,12,639368,3
Zhizhen Zhang,2015,0.56,0.63,10,12,10,0.5,6,19,0.68,1,1,23324,342
Andreas Haider-Maurer,2014,0.56,0.72,80,115,86,0.72,60,163,0.8,5,8,261437,418
Andreas Haider-Maurer,2011,0.56,0.73,170,174,123,0.61,103,270,0.75,8,14,204312,418
Andreas Haider-Maurer,2010,0.56,0.79,113,57,50,0.65,41,127,0.84,5,4,145793,418
Michal Przysiezny,2010,0.56,0.73,102,88,54,0.58,64,164,0.77,0,6,14156,1134
Amine Ahouda,2017,0.56,0.66,2,9,12,0.56,7,19,0.79,2,3,11449,1118
Janko Tipsarevic,2009,0.56,0.74,331,312,333,0.61,126,611,0.8,30,25,627863,153
Sebastian Ofner,2017,0.56,0.72,52,66,68,0.7,34,105,0.81,5,3,201544,139
Steve Johnson,2013,0.56,0.73,130,116,63,0.69,59,207,0.83,4,10,211429,52
Alexandr Dolgopolov,2017,0.56,0.74,319,274,277,0.6,138,572,0.81,28,23,934290,53
Kevin Krawietz,2013,0.56,0.73,1,5,5,0.4,2,9,0.67,0,0,3046,408
Inigo Cervantes,2012,0.56,0.66,29,33,26,0.36,14,73,0.71,0,1,7903,325
Ernesto Escobedo,2016,0.56,0.74,42,39,34,0.62,19,78,0.81,2,4,144173,149
Henri Laaksonen,2016,0.56,0.69,20,31,28,0.45,21,57,0.7,3,6,121564,136
Liam Broady,2015,0.56,0.69,17,31,21,0.68,11,37,0.73,1,1,116713,157
Denis Shapovalov,2016,0.56,0.74,20,20,20,0.6,13,40,0.8,2,2,52805,45
Matthias Bachinger,2012,0.56,0.74,162,199,158,0.62,65,305,0.75,9,16,238030,160
Tatsuma Ito,2011,0.56,0.66,21,47,37,0.53,22,72,0.69,3,5,94520,146
Paul-Henri Mathieu,2017,0.56,0.7,49,81,68,0.56,35,128,0.72,1,9,180966,372
Andrey Kuznetsov,2016,0.56,0.74,253,287,328,0.62,153,550,0.8,29,21,868237,135
Paul-Henri Mathieu,2016,0.56,0.7,170,276,228,0.61,151,454,0.76,18,19,484842,372
Paul-Henri Mathieu,2015,0.56,0.7,93,144,116,0.59,67,233,0.75,7,12,287741,372
Elias Ymer,2014,0.56,0.72,11,19,17,0.58,8,30,0.73,2,5,39392,133
Markus Eriksson,2014,0.56,0.38,1,9,12,0.22,4,8,0.13,0,3,15378,314
Tatsuma Ito,2012,0.56,0.67,95,193,149,0.55,83,303,0.71,10,16,241303,146
Tatsuma Ito,2013,0.56,0.66,41,95,68,0.52,40,143,0.68,5,9,167067,146
Thiemo de Bakker,2011,0.56,0.68,84,124,52,0.58,36,168,0.69,3,11,154358,311
Di Wu,2013,0.56,0.7,9,35,14,0.66,14,45,0.73,0,1,6762,249
Dimitar Kuzmanov,2016,0.56,0.61,1,11,8,0.64,5,13,0.69,0,3,16885,304
Pierre-Hugues Herbert,2016,0.56,0.76,201,122,97,0.58,96,286,0.82,7,12,405112,82
Aleksandr Nedovyesov,2013,0.56,0.75,6,7,2,0.57,1,10,0.7,0,1,121163,242
Marius Copil,2013,0.56,0.72,54,37,21,0.59,20,68,0.78,3,6,96222,86
Marius Copil,2017,0.56,0.75,209,143,108,0.63,73,273,0.81,8,15,364265,86
Jeremy Chardy,2012,0.56,0.74,324,306,299,0.69,181,521,0.82,24,20,482574,84
Laurynas Grigelis,2011,0.56,0.61,0,6,1,0.5,4,9,0.67,0,0,3622,251
Illya Marchenko,2016,0.56,0.73,180,273,200,0.63,156,412,0.75,15,22,580368,252
Yuki Bhambri,2011,0.56,0.46,2,10,1,0.4,3,8,0.25,0,1,14095,83
Jason Kubler,2010,0.56,0.54,2,14,0,0.57,2,11,0.45,0,1,23003,176
Nino Serdarusic,2016,0.56,0.66,4,9,1,0.67,4,9,0.67,0,1,17065,256
Daniel Gimeno-Traver,2014,0.56,0.7,140,205,202,0.53,72,367,0.74,11,20,339005,272
James Duckworth,2015,0.56,0.73,196,174,131,0.65,86,290,0.79,9,11,301102,1051
Alexander Sarkissian,2016,0.56,0.62,17,23,12,0.57,6,27,0.63,1,2,80722,262
Rajeev Ram,2017,0.56,0.77,27,25,22,0.64,17,42,0.79,35,22,478531,1054
Mate Pavic,2013,0.56,0.54,7,24,18,0.46,8,30,0.57,5,4,34877,938
Federico Delbonis,2011,0.56,0.71,13,23,42,0.65,13,53,0.85,3,2,75418,79
Peter Polansky,2009,0.56,0.73,29,45,48,0.64,24,71,0.77,2,4,87113,124
Lorenzo Giustino,2015,0.56,0.45,1,7,0,0.29,0,7,0.29,0,1,25088,267
David Guez,2015,0.56,0.63,4,4,5,0.25,2,13,0.77,0,1,66576,268
Stan Wawrinka,2012,0.56,0.73,405,379,412,0.66,142,726,0.82,35,20,876692,21
Denis Kudla,2012,0.56,0.66,40,92,59,0.61,32,119,0.7,2,6,137204,117
Dusan Lajovic,2013,0.56,0.72,11,37,15,0.62,14,43,0.67,0,6,101427,93
Marco Trungelliti,2017,0.56,0.63,8,36,25,0.47,22,51,0.63,1,2,153809,191
Reda El Amrani,2010,0.56,0.68,25,36,22,0.67,18,38,0.68,2,1,50217,1182
Benjamin Bonzi,2017,0.56,0.65,6,28,18,0.64,6,28,0.64,1,1,122531,203
Ruben Ramirez Hidalgo,2009,0.56,0.66,33,134,87,0.66,72,155,0.7,4,10,117162,601
Tobias Kamke,2017,0.56,0.72,9,30,21,0.7,14,47,0.81,2,2,102890,213
Ruben Ramirez Hidalgo,2011,0.56,0.64,49,214,126,0.59,88,242,0.64,5,15,207545,601
Nicolas Almagro,2014,0.56,0.77,162,119,147,0.6,45,255,0.81,14,9,375760,186
Agustin Velotti,2016,0.56,0.63,1,9,10,0.56,3,9,0.56,0,0,3388,596
Pere Riba,2010,0.56,0.66,106,167,127,0.51,59,257,0.68,6,14,199155,939
Ramkumar Ramanathan,2017,0.56,0.76,61,36,35,0.61,29,80,0.83,8,5,111050,116
Thomaz Bellucci,2014,0.56,0.72,190,187,185,0.59,91,373,0.79,17,13,380517,224
Mikhail Kukushkin,2009,0.56,0.66,36,79,87,0.58,23,127,0.74,7,7,142589,95
Benjamin Mitchell,2013,0.56,0.71,19,17,20,0.59,10,39,0.82,0,2,56074,561
Tim Van Rijthoven,2016,0.56,0.76,11,11,4,0.73,4,14,0.79,1,1,21477,689
David Guez,2011,0.56,0.62,0,18,10,0.56,2,19,0.58,0,1,60594,268
Sergiy Stakhovsky,2016,0.56,0.72,130,133,106,0.54,78,247,0.75,8,14,337454,121
Peter Torebko,2011,0.56,0.68,12,9,7,0.44,4,17,0.71,0,1,24732,486
Gilles Simon,2010,0.56,0.75,232,225,250,0.6,94,462,0.8,23,18,523786,69
Gilles Simon,2017,0.56,0.68,117,336,273,0.6,103,485,0.72,16,25,666046,69
Guillermo Garcia-Lopez,2011,0.56,0.69,181,371,355,0.54,231,613,0.72,20,29,540069,68
Sam Groth,2017,0.56,0.79,79,35,16,0.66,32,70,0.83,2,5,106529,286
Stephane Robert,2010,0.56,0.66,63,237,174,0.57,91,333,0.69,11,17,230609,169
Luis Patino,2016,0.56,0.43,2,13,1,0.54,1,8,0.25,0,1,6716,803
David Goffin,2014,0.56,0.73,219,215,272,0.58,128,420,0.79,25,15,758522,10
Stefan Kozlov,2014,0.56,0.61,2,11,6,0.64,4,9,0.56,0,1,35693,170
Marco Chiudinelli,2016,0.56,0.75,24,43,34,0.42,20,97,0.74,3,5,186833,464
Martin Klizan,2012,0.56,0.7,114,247,236,0.62,103,371,0.75,19,15,427335,128
Eric Quigley,2015,0.56,0.73,6,4,4,0.5,3,10,0.8,0,0,5717,902
Marco Chiudinelli,2017,0.56,0.67,18,28,17,0.46,10,45,0.67,2,5,92614,464
Alexander Kudryavtsev,2014,0.55,0.74,28,20,28,0.5,8,57,0.82,2,2,117279,628
Ernests Gulbis,2017,0.55,0.77,146,105,91,0.68,79,184,0.82,6,8,317146,193
Pere Riba,2009,0.55,0.7,31,38,30,0.61,9,58,0.74,2,3,94267,939
Romain Jouan,2009,0.55,0.61,7,9,0,0.44,0,13,0.62,0,1,34130,1140
Pere Riba,2012,0.55,0.61,35,65,39,0.42,28,86,0.56,1,7,67432,939
Mikhail Kukushkin,2013,0.55,0.69,55,103,76,0.57,26,151,0.71,6,6,271854,95
Benjamin Mitchell,2012,0.55,0.73,18,19,8,0.68,14,25,0.76,0,2,50715,561
Gastao Elias,2012,0.55,0.69,3,14,4,0.64,7,15,0.67,0,2,65863,110
Kevin Krawietz,2009,0.55,0.6,5,10,4,0.4,5,12,0.5,0,1,2882,408
Ernests Gulbis,2016,0.55,0.74,199,168,135,0.62,104,272,0.76,7,14,403035,193
Ricardas Berankis,2013,0.55,0.73,164,196,197,0.66,121,344,0.81,13,16,293215,89
Mate Delic,2015,0.55,0.72,10,13,7,0.54,6,17,0.65,0,5,36779,411
Guillermo Garcia-Lopez,2013,0.55,0.7,139,322,295,0.59,189,481,0.73,20,22,395264,68
Andrew Whittington,2017,0.55,0.78,32,26,22,0.73,24,54,0.87,1,2,155475,273
Evgeny Donskoy,2010,0.55,0.67,19,39,15,0.67,9,40,0.68,1,2,35532,87
Albano Olivetti,2014,0.55,0.8,92,38,26,0.58,32,75,0.79,0,2,14148,349
Johan Nikles,2016,0.55,0.61,1,11,3,0.64,5,9,0.56,0,0,1018,1049
Andreas Haider-Maurer,2015,0.55,0.72,282,325,270,0.61,231,541,0.77,22,26,556485,418
Noah Rubin,2015,0.55,0.77,2,5,0,0.6,3,15,0.87,0,1,28556,247
Alejandro Gonzalez,2013,0.55,0.72,7,10,16,0.6,6,13,0.69,0,1,115826,308
Mubarak Shannan Zayid,2017,0.55,0.65,3,13,0,0.69,4,8,0.5,0,1,14387,1410
Jonathan Eysseric,2017,0.55,0.63,1,9,1,0.56,5,7,0.43,8,10,65527,643
Guillermo Garcia-Lopez,2015,0.55,0.73,278,377,423,0.6,214,695,0.78,31,25,949399,68
Riccardo Ghedin,2009,0.55,0.64,6,6,2,0.17,4,14,0.64,0,0,6361,989
Dennis Novikov,2017,0.55,0.74,43,26,20,0.69,14,49,0.84,2,3,119484,167
Guillermo Garcia-Lopez,2017,0.55,0.69,62,133,123,0.54,87,226,0.73,5,15,403630,68
Paul-Henri Mathieu,2013,0.55,0.71,126,168,119,0.54,104,306,0.75,6,19,330885,372
Dustin Brown,2010,0.55,0.78,202,101,90,0.63,68,208,0.82,6,10,173861,162
Martin Klizan,2013,0.55,0.68,216,348,242,0.66,140,439,0.73,12,24,430411,128
Nikola Milojevic,2014,0.55,0.74,7,16,14,0.5,9,26,0.69,1,1,20569,198
Jordan Thompson,2015,0.55,0.64,4,17,8,0.76,10,16,0.75,0,1,71861,99
Mackenzie McDonald,2016,0.55,0.62,5,29,31,0.41,6,38,0.55,0,3,82188,142
Nicolas Almagro,2017,0.55,0.74,155,104,130,0.5,51,250,0.79,10,12,355797,186
Jack Sock,2010,0.55,0.63,4,11,3,0.55,7,15,0.67,0,1,22365,17
Vincent Millot,2015,0.55,0.77,9,28,22,0.61,6,51,0.78,0,3,117853,220
Jack Sock,2011,0.55,0.67,26,18,28,0.33,12,44,0.73,1,2,49485,17
Marius Copil,2015,0.55,0.75,101,47,37,0.66,25,102,0.84,6,6,154058,86
Ernesto Escobedo,2017,0.55,0.7,159,191,146,0.63,70,317,0.78,9,15,369659,149
Jack Sock,2012,0.55,0.72,114,100,76,0.69,71,156,0.8,5,7,143419,17
Marsel Ilhan,2016,0.55,0.7,13,41,24,0.46,12,53,0.58,3,6,118947,303
Andre Ghem,2011,0.55,0.72,3,5,1,0.4,1,10,0.7,0,1,21984,661
Yoshihito Nishioka,2014,0.55,0.58,1,10,0,0.5,5,9,0.44,0,1,65663,366
James McGee,2014,0.55,0.66,4,16,4,0.69,9,18,0.72,2,1,89539,474
